Comparison ID,Field,Predicted Value,Ground Truth Value,Match,Form Type
5,employer_name,Ross-Owen LLC 5926 Trevor Club Lake Stevenfurt FL 65583-2913,Ross-Owen LLC,False,ADP1
5,federal_income_tax_withheld,27048.50,27048.50,True,ADP1
5,medicare_wages_and_tips,162890.57,162890.57,True,ADP1
5,social_security_wages,172226.73,172226.73,True,ADP1
5,state_1,TN,TN,True,ADP1
5,state_1_income_tax_withheld,4869.42,4869.42,True,ADP1
5,state_1_wages_and_tips,66698.70,66698.70,True,ADP1
5,state_2,,,True,ADP1
5,state_2_income_tax_withheld,,,True,ADP1
5,state_2_wages_and_tips,,,True,ADP1
5,wages_and_tips,175632.86,135409.02,False,ADP1
6,employee_name,Thomas Harrington,Thomas Harrington,True,ADP1
6,employer_name,Marshall-Grant Inc,Marshall-Grant Inc,True,ADP1
6,federal_income_tax_withheld,61445.42,61445.42,True,ADP1
6,medicare_wages_and_tips,314069.58,314069.58,True,ADP1
6,social_security_wages,262835.13,262835.13,True,ADP1
6,state_1,VA,VA,True,ADP1
6,state_1_income_tax_withheld,11895.36,11895.36,True,ADP1
6,state_1_wages_and_tips,122407.69,122407.69,True,ADP1
6,state_2,,,True,ADP1
6,state_2_income_tax_withheld,,,True,ADP1
6,state_2_wages_and_tips,,,True,ADP1
6,wages_and_tips,247552.50,247552.50,True,ADP1
7,employee_name,Heather Martin,Heather Martin,True,ADP1
7,employer_name,Henderson and Sons Inc,Henderson and Sons Inc,True,ADP1
7,federal_income_tax_withheld,15008.60,15008.60,True,ADP1
7,medicare_wages_and_tips,44934.56,44934.56,True,ADP1
7,social_security_wages,35949.89,35949.89,True,ADP1
7,state_1,ME,ME,True,ADP1
7,state_1_income_tax_withheld,1706.35,1706.35,True,ADP1
7,state_1_wages_and_tips,21382.66,21382.66,True,ADP1
7,state_2,,,True,ADP1
7,state_2_income_tax_withheld,,,True,ADP1
7,state_2_wages_and_tips,,,True,ADP1
7,wages_and_tips,44792.71,44792.71,True,ADP1
8,employee_name,Randy Calhoun,Randy Calhoun,True,ADP1
8,employer_name,Griffin-Howard Ltd,Griffin-Howard Ltd,True,ADP1
8,federal_income_tax_withheld,63593.70,63593.70,True,ADP1
8,medicare_wages_and_tips,156264.20,156264.20,True,ADP1
8,social_security_wages,245653.79,245653.79,True,ADP1
8,state_1,SC,SC,True,ADP1
8,state_1_income_tax_withheld,11987.62,11987.62,True,ADP1
8,state_1_wages_and_tips,101610.23,101610.23,True,ADP1
8,state_2,,,True,ADP1
8,state_2_income_tax_withheld,,,True,ADP1
8,state_2_wages_and_tips,,,True,ADP1
8,wages_and_tips,220511.28,220511.28,True,ADP1
9,employee_name,Barbara Gonzales,Barbara Gonzales,True,ADP1
9,employer_name,"Collins, Dominguez and Cook PLC 376 Roth Manor Greenborough FL 66405-6689","Collins, Dominguez and Cook PLC",False,ADP1
9,federal_income_tax_withheld,22033.99,46306.98,False,ADP1
9,medicare_wages_and_tips,229341.37,229341.37,True,ADP1
9,social_security_wages,288026.00,288026.00,True,ADP1
9,state_1,ID,ID,True,ADP1
9,state_1_income_tax_withheld,11359.73,11359.73,True,ADP1
9,state_1_wages_and_tips,105497.72,105497.72,True,ADP1
9,state_2,,,True,ADP1
9,state_2_income_tax_withheld,,,True,ADP1
9,state_2_wages_and_tips,,,True,ADP1
9,wages_and_tips,222798.64,222798.64,True,ADP1
10,employee_name,Erica Lee,Erica Lee,True,ADP1
10,employer_name,Castillo-Schroeder PLC,Castillo-Schroeder PLC,True,ADP1
10,federal_income_tax_withheld,7189.48,7189.48,True,ADP1
10,medicare_wages_and_tips,54107.36,54107.36,True,ADP1
10,social_security_wages,41868.71,41868.71,True,ADP1
10,state_1,KS,KS,True,ADP1
10,state_1_income_tax_withheld,845.38,845.38,True,ADP1
10,state_1_wages_and_tips,25909.23,25909.23,True,ADP1
10,state_2,,,True,ADP1
10,state_2_income_tax_withheld,,,True,ADP1
10,state_2_wages_and_tips,,,True,ADP1
10,wages_and_tips,48477.16,48477.16,True,ADP1
11,employee_name,Tina Bryant,Tina Bryant,True,ADP1
11,employer_name,"Reed, Middleton and Lynch PLC","Reed, Middleton and Lynch PLC",True,ADP1
11,federal_income_tax_withheld,26192.82,26192.82,True,ADP1
11,medicare_wages_and_tips,104718.48,104718.48,True,ADP1
11,social_security_wages,118502.15,118502.15,True,ADP1
11,state_1,MI,MI,True,ADP1
11,state_1_income_tax_withheld,3841.89,3841.89,True,ADP1
11,state_1_wages_and_tips,53745.22,53745.22,True,ADP1
11,state_2,,,True,ADP1
11,state_2_income_tax_withheld,,,True,ADP1
11,state_2_wages_and_tips,,,True,ADP1
11,wages_and_tips,105976.02,105976.02,True,ADP1
12,employee_name,Stacie Bruce,Stacie Bruce,True,ADP1
12,employer_name,"Terry, Brown and Clark Ltd","Terry, Brown and Clark Ltd",True,ADP1
12,federal_income_tax_withheld,76159.82,76159.82,True,ADP1
12,medicare_wages_and_tips,174207.22,174207.22,True,ADP1
12,social_security_wages,190388.15,190388.15,True,ADP1
12,state_1,VA,VA,True,ADP1
12,state_1_income_tax_withheld,9114.07,9114.07,True,ADP1
12,state_1_wages_and_tips,112115.42,112115.42,True,ADP1
12,state_2,,,True,ADP1
12,state_2_income_tax_withheld,,,True,ADP1
12,state_2_wages_and_tips,,,True,ADP1
12,wages_and_tips,236986.14,236986.14,True,ADP1
13,employee_name,Nicholas Perry,Nicholas Perry,True,ADP1
13,employer_name,Nelson Group Inc,Nelson Group Inc,True,ADP1
13,federal_income_tax_withheld,10259.70,10259.70,True,ADP1
13,medicare_wages_and_tips,65937.92,65937.92,True,ADP1
13,social_security_wages,69010.85,69010.85,True,ADP1
13,state_1,WY,WY,True,ADP1
13,state_1_income_tax_withheld,2630.56,2630.56,True,ADP1
13,state_1_wages_and_tips,34841.25,34841.25,True,ADP1
13,state_2,,,True,ADP1
13,state_2_income_tax_withheld,,,True,ADP1
13,state_2_wages_and_tips,,,True,ADP1
13,wages_and_tips,72366.23,72366.23,True,ADP1
14,employee_name,Robin Torres,Robin Torres,True,ADP1
14,employer_name,Williams-Myers Inc,Williams-Myers Inc,True,ADP1
14,federal_income_tax_withheld,60479.34,60479.34,True,ADP1
14,medicare_wages_and_tips,299423.80,247763.27,False,ADP1
14,social_security_wages,299423.80,228819.45,False,ADP1
14,state_1,NC,NC,True,ADP1
14,state_1_income_tax_withheld,10509.80,10509.80,True,ADP1
14,state_1_wages_and_tips,107638.10,107638.10,True,ADP1
14,state_2,,,True,ADP1
14,state_2_income_tax_withheld,,,True,ADP1
14,state_2_wages_and_tips,,,True,ADP1
14,wages_and_tips,221439.75,221439.75,True,ADP1
15,employee_name,Kristin Hartman,Kristin Hartman,True,ADP1
15,employer_name,Mcgee-Roberts Ltd,Mcgee-Roberts Ltd,True,ADP1
15,federal_income_tax_withheld,16475.73,16475.73,True,ADP1
15,medicare_wages_and_tips,103473.00,103473.00,True,ADP1
15,social_security_wages,79605.47,79605.47,True,ADP1
15,state_1,MN,MN,True,ADP1
15,state_1_income_tax_withheld,3039.12,3039.12,True,ADP1
15,state_1_wages_and_tips,57191.91,57191.91,True,ADP1
15,state_2,,,True,ADP1
15,state_2_income_tax_withheld,,,True,ADP1
15,state_2_wages_and_tips,,,True,ADP1
15,wages_and_tips,104281.69,104281.69,True,ADP1
16,employee_name,Mitchell Kirk,Mitchell Kirk,True,ADP1
16,employer_name,White-Harris Group,White-Harris Group,True,ADP1
16,federal_income_tax_withheld,23351.01,23351.01,True,ADP1
16,medicare_wages_and_tips,99463.54,99463.54,True,ADP1
16,social_security_wages,95765.31,95765.31,True,ADP1
16,state_1,HI,HI,True,ADP1
16,state_1_income_tax_withheld,3656.46,3656.46,True,ADP1
16,state_1_wages_and_tips,42581.88,42581.88,True,ADP1
16,state_2,,,True,ADP1
16,state_2_income_tax_withheld,,,True,ADP1
16,state_2_wages_and_tips,,,True,ADP1
16,wages_and_tips,84746.51,84746.51,True,ADP1
17,employee_name,Bruce Jones,Bruce Jones,True,ADP1
17,employer_name,Gardner-Anderson LLC,Gardner-Anderson LLC,True,ADP1
17,federal_income_tax_withheld,8599.38,8599.38,True,ADP1
17,medicare_wages_and_tips,35491.09,35491.09,True,ADP1
17,social_security_wages,42332.19,42332.19,True,ADP1
17,state_1,NJ,NJ,True,ADP1
17,state_1_income_tax_withheld,1285.90,1285.90,True,ADP1
17,state_1_wages_and_tips,21589.72,21589.72,True,ADP1
17,state_2,,,True,ADP1
17,state_2_income_tax_withheld,,,True,ADP1
17,state_2_wages_and_tips,,,True,ADP1
17,wages_and_tips,42985.62,42985.62,True,ADP1
18,employee_name,Aaron Hill,Aaron Hill,True,ADP1
18,employer_name,,Cherry PLC LLC,False,ADP1
18,federal_income_tax_withheld,68864.89,68864.89,True,ADP1
18,medicare_wages_and_tips,314357.40,266516.03,False,ADP1
18,social_security_wages,300000.00,188074.58,False,ADP1
18,state_1,WI,WI,True,ADP1
18,state_1_income_tax_withheld,6606.78,6606.78,True,ADP1
18,state_1_wages_and_tips,114371.57,114371.57,True,ADP1
18,state_2,,,True,ADP1
18,state_2_income_tax_withheld,,,True,ADP1
18,state_2_wages_and_tips,,,True,ADP1
18,wages_and_tips,231104.78,231104.78,True,ADP1
19,employee_name,Spencer White,Spencer White,True,ADP1
19,employer_name,Sanders PLC LLC,Sanders PLC LLC,True,ADP1
19,federal_income_tax_withheld,8029.44,8029.44,True,ADP1
19,medicare_wages_and_tips,59656.44,59656.44,True,ADP1
19,social_security_wages,50214.61,50214.61,True,ADP1
19,state_1,UT,UT,True,ADP1
19,state_1_income_tax_withheld,2846.60,2846.60,True,ADP1
19,state_1_wages_and_tips,34987.05,34987.05,True,ADP1
19,state_2,,,True,ADP1
19,state_2_income_tax_withheld,,,True,ADP1
19,state_2_wages_and_tips,,,True,ADP1
19,wages_and_tips,64270.87,64270.87,True,ADP1
20,employee_name,Jamie Larsen,Jamie Larsen,True,ADP1
20,employer_name,"Gibson, Sanchez and Campbell LLC","Gibson, Sanchez and Campbell LLC",True,ADP1
20,federal_income_tax_withheld,25988.38,25988.38,True,ADP1
20,medicare_wages_and_tips,142551.35,142551.35,True,ADP1
20,social_security_wages,116296.36,116296.36,True,ADP1
20,state_1,AR,AR,True,ADP1
20,state_1_income_tax_withheld,3757.81,3757.81,True,ADP1
20,state_1_wages_and_tips,69343.61,69343.61,True,ADP1
20,state_2,,,True,ADP1
20,state_2_income_tax_withheld,,,True,ADP1
20,state_2_wages_and_tips,,,True,ADP1
20,wages_and_tips,176959.87,142074.82,False,ADP1
21,employee_name,Bryan Herring,Bryan Herring,True,ADP1
21,employer_name,"Luna, Hernandez and Mata PLC","Luna, Hernandez and Mata PLC",True,ADP1
21,federal_income_tax_withheld,48268.60,48268.60,True,ADP1
21,medicare_wages_and_tips,104576.64,104576.64,True,ADP1
21,social_security_wages,102342.82,102342.82,True,ADP1
21,state_1,MO,MO,True,ADP1
21,state_1_income_tax_withheld,5780.14,5780.14,True,ADP1
21,state_1_wages_and_tips,76108.79,76108.79,True,ADP1
21,state_2,,,True,ADP1
21,state_2_income_tax_withheld,,,True,ADP1
21,state_2_wages_and_tips,,,True,ADP1
21,wages_and_tips,143845.70,143845.70,True,ADP1
22,employee_name,David Choi,David Choi,True,ADP1
22,employer_name,Sanchez-Leon Inc,Sanchez-Leon Inc,True,ADP1
22,federal_income_tax_withheld,27856.75,27856.75,True,ADP1
22,medicare_wages_and_tips,92354.49,92354.49,True,ADP1
22,social_security_wages,117534.27,117534.27,True,ADP1
22,state_1,SD,SD,True,ADP1
22,state_1_income_tax_withheld,1906.21,1906.21,True,ADP1
22,state_1_wages_and_tips,43146.55,43146.55,True,ADP1
22,state_2,,,True,ADP1
22,state_2_income_tax_withheld,,,True,ADP1
22,state_2_wages_and_tips,,,True,ADP1
22,wages_and_tips,94854.66,94854.66,True,ADP1
23,employee_name,Justin Gonzalez,Justin Gonzalez,True,ADP1
23,employer_name,"Smith, Rose and French Ltd","Smith, Rose and French Ltd",True,ADP1
23,federal_income_tax_withheld,9981.38,9981.38,True,ADP1
23,medicare_wages_and_tips,39135.00,39135.00,True,ADP1
23,social_security_wages,41698.60,41698.60,True,ADP1
23,state_1,UT,UT,True,ADP1
23,state_1_income_tax_withheld,2527.01,2527.01,True,ADP1
23,state_1_wages_and_tips,26838.41,26838.41,True,ADP1
23,state_2,,,True,ADP1
23,state_2_income_tax_withheld,,,True,ADP1
23,state_2_wages_and_tips,,,True,ADP1
23,wages_and_tips,53364.86,53364.86,True,ADP1
24,employee_name,John Kelly,John Kelly,True,ADP1
24,employer_name,Jones Ltd Ltd,Jones Ltd Ltd,True,ADP1
24,federal_income_tax_withheld,10020.58,10020.58,True,ADP1
24,medicare_wages_and_tips,51146.50,51146.50,True,ADP1
24,social_security_wages,49143.87,49143.87,True,ADP1
24,state_1,WI,WI,True,ADP1
24,state_1_income_tax_withheld,2200.93,2200.93,True,ADP1
24,state_1_wages_and_tips,31107.89,31107.89,True,ADP1
24,state_2,,,True,ADP1
24,state_2_income_tax_withheld,,,True,ADP1
24,state_2_wages_and_tips,,,True,ADP1
24,wages_and_tips,64016.25,64016.25,True,ADP1
25,employee_name,Steven Gallagher,Steven Gallagher,True,ADP2
25,employer_name,Russell-Perry Ltd,Russell-Perry Ltd,True,ADP2
25,federal_income_tax_withheld,53019.99,53019.99,True,ADP2
25,medicare_wages_and_tips,186980.56,186980.56,True,ADP2
25,social_security_wages,202034.93,202034.93,True,ADP2
25,state_1,MS,MS,True,ADP2
25,state_1_income_tax_withheld,6352.73,6352.73,True,ADP2
25,state_1_wages_and_tips,84606.23,84606.23,True,ADP2
25,state_2,,,True,ADP2
25,state_2_income_tax_withheld,,,True,ADP2
25,state_2_wages_and_tips,,,True,ADP2
25,wages_and_tips,158646.42,158646.42,True,ADP2
26,employee_name,James Patel,James Patel,True,ADP2
26,employer_name,"Thomas, Wang and Dean Inc","Thomas, Wang and Dean Inc",True,ADP2
26,federal_income_tax_withheld,66193.23,66193.23,True,ADP2
26,medicare_wages_and_tips,190639.64,190639.64,True,ADP2
26,social_security_wages,193414.25,193414.25,True,ADP2
26,state_1,NV,NV,True,ADP2
26,state_1_income_tax_withheld,8020.75,8020.75,True,ADP2
26,state_1_wages_and_tips,114871.17,114871.17,True,ADP2
26,state_2,,,True,ADP2
26,state_2_income_tax_withheld,,,True,ADP2
26,state_2_wages_and_tips,,,True,ADP2
26,wages_and_tips,240550.20,240550.20,True,ADP2
27,employee_name,Samuel Sampson,Samuel Sampson,True,ADP2
27,employer_name,"Olson, White and Rodriguez Ltd","Olson, White and Rodriguez Ltd",True,ADP2
27,federal_income_tax_withheld,51726.34,51726.34,True,ADP2
27,medicare_wages_and_tips,230247.50,230247.50,True,ADP2
27,social_security_wages,175050.27,175050.27,True,ADP2
27,state_1,KS,KS,True,ADP2
27,state_1_income_tax_withheld,6612.65,6612.65,True,ADP2
27,state_1_wages_and_tips,90356.58,90356.58,True,ADP2
27,state_2,,,True,ADP2
27,state_2_income_tax_withheld,,,True,ADP2
27,state_2_wages_and_tips,,,True,ADP2
27,wages_and_tips,190474.44,190474.44,True,ADP2
28,employee_name,Erik Gibbs,Erik Gibbs,True,ADP2
28,employer_name,Smith-Barnett PLC,Smith-Barnett PLC,True,ADP2
28,federal_income_tax_withheld,29090.79,29090.79,True,ADP2
28,medicare_wages_and_tips,190655.79,190655.79,True,ADP2
28,social_security_wages,236162.64,236162.64,True,ADP2
28,state_1,NY,NY,True,ADP2
28,state_1_income_tax_withheld,7528.44,7528.44,True,ADP2
28,state_1_wages_and_tips,102786.37,102786.37,True,ADP2
28,state_2,,,True,ADP2
28,state_2_income_tax_withheld,,,True,ADP2
28,state_2_wages_and_tips,,,True,ADP2
28,wages_and_tips,201152.66,201152.66,True,ADP2
29,employee_name,Carlos Goodwin,Carlos Goodwin,True,ADP2
29,employer_name,Garcia PLC Inc,Garcia PLC Inc,True,ADP2
29,federal_income_tax_withheld,41174.90,41174.90,True,ADP2
29,medicare_wages_and_tips,98590.29,98590.29,True,ADP2
29,social_security_wages,144405.72,144405.72,True,ADP2
29,state_1,WI,WI,True,ADP2
29,state_1_income_tax_withheld,5951.87,5951.87,True,ADP2
29,state_1_wages_and_tips,65909.52,65909.52,True,ADP2
29,state_2,,,True,ADP2
29,state_2_income_tax_withheld,,,True,ADP2
29,state_2_wages_and_tips,,,True,ADP2
29,wages_and_tips,121459.59,121459.59,True,ADP2
30,employee_name,Jason Edwards,Jason Edwards,True,ADP2
30,employer_name,Johnston-Diaz Ltd,Johnston-Diaz Ltd,True,ADP2
30,federal_income_tax_withheld,16540.33,16540.33,True,ADP2
30,medicare_wages_and_tips,79996.43,79996.43,True,ADP2
30,social_security_wages,108257.22,108257.22,True,ADP2
30,state_1,OR,OR,True,ADP2
30,state_1_income_tax_withheld,1920.53,1920.53,True,ADP2
30,state_1_wages_and_tips,49567.41,49567.41,True,ADP2
30,state_2,,,True,ADP2
30,state_2_income_tax_withheld,,,True,ADP2
30,state_2_wages_and_tips,,,True,ADP2
30,wages_and_tips,94952.85,94952.85,True,ADP2
31,employee_name,Natalie Thompson,Natalie Thompson,True,ADP2
31,employer_name,King-Conrad LLC,King-Conrad LLC,True,ADP2
31,federal_income_tax_withheld,25845.60,25845.60,True,ADP2
31,medicare_wages_and_tips,213604.61,213604.61,True,ADP2
31,social_security_wages,189658.20,189658.20,True,ADP2
31,state_1,ME,ME,True,ADP2
31,state_1_income_tax_withheld,5833.87,5833.87,True,ADP2
31,state_1_wages_and_tips,118132.98,118132.98,True,ADP2
31,state_2,,,True,ADP2
31,state_2_income_tax_withheld,,,True,ADP2
31,state_2_wages_and_tips,,,True,ADP2
31,wages_and_tips,224863.08,224863.08,True,ADP2
32,employee_name,Taylor         Watts,Taylor Watts,False,ADP2
32,employer_name,Waller-Hammond Group,Waller-Hammond Group,True,ADP2
32,federal_income_tax_withheld,34883.22,34883.22,True,ADP2
32,medicare_wages_and_tips,149412.95,149412.95,True,ADP2
32,social_security_wages,142978.09,142978.09,True,ADP2
32,state_1,Employers' state ID no.,AZ,False,ADP2
32,state_1_income_tax_withheld,3710.61,3710.61,True,ADP2
32,state_1_wages_and_tips,75239.97,75239.97,True,ADP2
32,state_2,,,True,ADP2
32,state_2_income_tax_withheld,,,True,ADP2
32,state_2_wages_and_tips,,,True,ADP2
32,wages_and_tips,158916.89,158916.89,True,ADP2
33,employee_name,Edward Valdez,Edward Valdez,True,ADP2
33,employer_name,"Jackson, Black and Coleman Ltd","Jackson, Black and Coleman Ltd",True,ADP2
33,federal_income_tax_withheld,22110.14,22110.14,True,ADP2
33,medicare_wages_and_tips,56086.09,56086.09,True,ADP2
33,social_security_wages,80965.34,80965.34,True,ADP2
33,state_1,MI,MI,True,ADP2
33,state_1_income_tax_withheld,2453.72,2453.72,True,ADP2
33,state_1_wages_and_tips,33522.47,33522.47,True,ADP2
33,state_2,,,True,ADP2
33,state_2_income_tax_withheld,,,True,ADP2
33,state_2_wages_and_tips,,,True,ADP2
33,wages_and_tips,67768.27,67768.27,True,ADP2
34,employee_name,Lynn Miranda,Lynn Miranda,True,ADP2
34,employer_name,"Collins, Potter and Hill Inc","Collins, Potter and Hill Inc",True,ADP2
34,federal_income_tax_withheld,10223.79,10223.79,True,ADP2
34,medicare_wages_and_tips,66021.75,66021.75,True,ADP2
34,social_security_wages,63436.14,63436.14,True,ADP2
34,state_1,Employers' state ID no.,IA,False,ADP2
34,state_1_income_tax_withheld,2374.56,2374.56,True,ADP2
34,state_1_wages_and_tips,32567.59,32567.59,True,ADP2
34,state_2,,,True,ADP2
34,state_2_income_tax_withheld,,,True,ADP2
34,state_2_wages_and_tips,,,True,ADP2
34,wages_and_tips,67328.87,67328.87,True,ADP2
35,employee_name,Amanda Hale,Amanda Hale,True,ADP2
35,employer_name,Martinez-Petty LLC,Martinez-Petty LLC,True,ADP2
35,federal_income_tax_withheld,27149.71,27149.71,True,ADP2
35,medicare_wages_and_tips,117419.63,117419.63,True,ADP2
35,social_security_wages,154821.10,154821.10,True,ADP2
35,state_1,OR,OR,True,ADP2
35,state_1_income_tax_withheld,4194.36,4194.36,True,ADP2
35,state_1_wages_and_tips,59308.91,59308.91,True,ADP2
35,state_2,,,True,ADP2
35,state_2_income_tax_withheld,,,True,ADP2
35,state_2_wages_and_tips,,,True,ADP2
35,wages_and_tips,129454.28,129454.28,True,ADP2
36,employee_name,Tamara Parker,Tamara Parker,True,ADP2
36,employer_name,Wright-Mullins LLC,Wright-Mullins LLC,True,ADP2
36,federal_income_tax_withheld,59149.63,59149.63,True,ADP2
36,medicare_wages_and_tips,164326.30,164326.30,True,ADP2
36,social_security_wages,272926.45,272926.45,True,ADP2
36,state_1,HI,HI,True,ADP2
36,state_1_income_tax_withheld,8331.14,8331.14,True,ADP2
36,state_1_wages_and_tips,106414.23,106414.23,True,ADP2
36,state_2,,,True,ADP2
36,state_2_income_tax_withheld,,,True,ADP2
36,state_2_wages_and_tips,,,True,ADP2
36,wages_and_tips,217121.52,217121.52,True,ADP2
37,employee_name,Eric Williams,Eric Williams,True,ADP2
37,employer_name,Davis LLC LLC,Davis LLC LLC,True,ADP2
37,federal_income_tax_withheld,63904.04,63904.04,True,ADP2
37,medicare_wages_and_tips,178137.74,178137.74,True,ADP2
37,social_security_wages,150330.34,150330.34,True,ADP2
37,state_1,WY,WY,True,ADP2
37,state_1_income_tax_withheld,3346.50,3346.50,True,ADP2
37,state_1_wages_and_tips,87372.24,87372.24,True,ADP2
37,state_2,,,True,ADP2
37,state_2_income_tax_withheld,,,True,ADP2
37,state_2_wages_and_tips,,,True,ADP2
37,wages_and_tips,179553.17,179553.17,True,ADP2
38,employee_name,Francisco Pierce,Francisco Pierce,True,ADP2
38,employer_name,Browning LLC Ltd,Browning LLC Ltd,True,ADP2
38,federal_income_tax_withheld,17704.07,17704.07,True,ADP2
38,medicare_wages_and_tips,74634.25,74634.25,True,ADP2
38,social_security_wages,76981.85,76981.85,True,ADP2
38,state_1,MI,KS,False,ADP2
38,state_1_income_tax_withheld,2991.77,2991.77,True,ADP2
38,state_1_wages_and_tips,37635.07,37635.07,True,ADP2
38,state_2,,,True,ADP2
38,state_2_income_tax_withheld,,,True,ADP2
38,state_2_wages_and_tips,,,True,ADP2
38,wages_and_tips,72866.96,72866.96,True,ADP2
39,employee_name,Logan Sparks,Logan Sparks,True,ADP2
39,employer_name,Torres-Campos Ltd,Torres-Campos Ltd,True,ADP2
39,federal_income_tax_withheld,18056.06,18056.06,True,ADP2
39,medicare_wages_and_tips,188227.23,188227.23,True,ADP2
39,social_security_wages,173411.04,173411.04,True,ADP2
39,state_1,TN,TN,True,ADP2
39,state_1_income_tax_withheld,7546.37,7546.37,True,ADP2
39,state_1_wages_and_tips,81242.84,81242.84,True,ADP2
39,state_2,,,True,ADP2
39,state_2_income_tax_withheld,,,True,ADP2
39,state_2_wages_and_tips,,,True,ADP2
39,wages_and_tips,170026.02,170026.02,True,ADP2
40,employee_name,Dustin Ford,Dustin Ford,True,ADP2
40,employer_name,"Crawford, Marquez and Martin Ltd","Crawford, Marquez and Martin Ltd",True,ADP2
40,federal_income_tax_withheld,48973.11,48973.11,True,ADP2
40,medicare_wages_and_tips,188082.20,188082.20,True,ADP2
40,social_security_wages,158800.38,158800.38,True,ADP2
40,state_1,FL,FL,True,ADP2
40,state_1_income_tax_withheld,7255.02,7255.02,True,ADP2
40,state_1_wages_and_tips,86115.66,86115.66,True,ADP2
40,state_2,,,True,ADP2
40,state_2_income_tax_withheld,,,True,ADP2
40,state_2_wages_and_tips,,,True,ADP2
40,wages_and_tips,167194.56,167194.56,True,ADP2
41,employee_name,Jessica Arellano,Jessica Arellano,True,ADP2
41,employer_name,Shields Inc Group,Shields Inc Group,True,ADP2
41,federal_income_tax_withheld,14883.64,14883.64,True,ADP2
41,medicare_wages_and_tips,146763.35,146763.35,True,ADP2
41,social_security_wages,146763.35,90617.08,False,ADP2
41,state_1,AK,OH,False,ADP2
41,state_1_income_tax_withheld,92798.35,6167.30,False,ADP2
41,state_1_wages_and_tips,60221.17,60221.17,True,ADP2
41,state_2,,,True,ADP2
41,state_2_income_tax_withheld,,,True,ADP2
41,state_2_wages_and_tips,,,True,ADP2
41,wages_and_tips,116343.88,116343.88,True,ADP2
42,employee_name,Paul Oneal,Paul Oneal,True,ADP2
